"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
13,12,12,30,24,15,30,13,15,8,18,19,20,9,32,48.618,76.5,384.4,0,0,1.20073,1.59552,1.09709,0,2.19719,0,1.30824,0,0,1.31625,0,1.50227,0,0,1.27555,0,0,0,2.59672,1.14843,0
20,15,20,31,12,22,21,13,13,9,26,20,23,11,58.95,67.71,134.64,384.4,0,1.86304,1.79368,7.36468,1.80536,2.08718,4.68755,1.42019,1.24827,0,0,2.1266,1.32118,2.87091,1.40842,1.60974,1.78143,1.98084,0,0,2.62281,2.74673,0
12,17,19,55,17,22,37,20,13,8,19,22,20,9,29.3,51.06,66.096,48.36,0,0,1.2552,0,1.09645,0,0,0,0,1.52595,0,1.38337,0,1.24059,0,0,0,0,0,0,0,0,1.26288
13,7,22,21,19,15,28,18,16,8,18,22,18,8,27.6,28.86,130.56,73.78,0,2.11676,1.44896,1.6605,1.32684,0,1.79131,1.46878,0,1.50473,0,0,0,0,0,0,0,0,0,0,1.86048,1.14394,0
16,19,35,32,31,20,68,25,17,7,18,32,23,10,35.95,47.73,49.98,103.54,0,0,1.32152,1.42373,1.05908,0,2.0793,1.42689,0,0,0,0,0,1.35123,2.88154,3.60519,0,0,1.67528,0,0,1.20934,0
18,17,26,18,33,16,68,13,13,5,20,25,23,9,35.95,48.84,53.04,72.54,0,0,1.58051,1.4409,1.06211,0,0,1.50392,0,0,0,1.64399,0,1.47166,1.41145,1.45135,0,0,1.68432,0,0,1.16467,0
14,17,18,18,35,12,37,13,18,6,22,20,23,12,30.6,93.24,31.926,76.88,0,0,1.84858,1.40152,1.13907,0,0,1.47637,0,0,0,1.88741,0,1.59154,1.52461,1.6417,0,0,0,0,0,1.20207,0
14,15,19,17,20,16,35,9,15,5,22,20,25,8,27.7,87.69,27.54,42.78,0,0,1.22133,1.04134,1.07546,0,0,1.89713,0,0,0,0,0,1.29923,1.84897,2.26557,0,0,0,0,0,0,0
13,22,23,21,54,12,35,11,12,6,19,16,21,11,32.35,64.38,59.16,64.48,0,0,1.27141,1.34287,1.17259,0,1.85638,1.44376,0,0,0,0,0,1.23536,1.3407,1.70343,0,0,2.09663,0,0,1.26343,0
18,7,14,11,8,15,23,17,16,4,19,18,21,12,31.95,31.08,84.966,92.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26827,0,1.12701,0,0,0,0,0,0,0
18,10,18,64,10,15,26,15,11,6,17,19,19,11,54.5,49.95,57.12,48.98,0,0,0,0,1.1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,20,48,9,14,42,15,9,6,22,19,20,11,53.05,47.73,39.78,48.98,0,0,0,0,1.14334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,34,7,2,18,52,10,15,4,15,15,21,7,18.85,46.398,22.44,47.74,1.44986,0,2.07826,4.0911,3.59257,0,0,1.68088,0,2.68559,0,0,1.31007,1.89028,1.22124,1.31145,1.72521,0,1.56873,0,2.14179,3.8599,4.45093
15,11,15,38,8,11,44,9,14,8,16,19,20,7,34.5,25.53,90.78,53.94,0,1.43507,2.00209,1.72581,3.31434,0,0,1.40619,0,1.38849,0,0,1.30081,1.62387,1.17297,1.32253,1.33615,0,2.22063,0,1.94878,1.50934,3.16763
10,25,19,29,26,9,52,12,13,6,17,22,24,10,35.05,23.31,34.68,57.04,0,1.19569,1.44711,1.22585,1.2498,0,0,0,0,1.54652,0,1.36595,0,1.28174,0,1.08359,0,0,0,0,0,1.46059,2.5109
14,26,18,20,24,16,56,10,12,7,15,21,18,13,35.6,52.392,74.868,105.4,0,3.03165,3.47648,1.79473,5.68325,0,2.17861,0,2.0448,0,0,1.66134,1.50581,3.28631,1.2796,1.32387,1.41999,0,1.97996,0,1.85291,1.73285,1.63966
7,19,37,30,15,14,40,9,12,6,17,18,21,11,17.9,69.93,38.352,163.06,0,2.56431,1.44812,1.4194,2.02164,0,1.78187,1.42425,0,0,0,1.31808,1.35774,1.24472,0,0,1.34325,0,1.5779,0,0,2.52374,1.27098
13,15,19,22,15,10,41,6,18,5,24,20,19,9,31.4,45.51,32.64,133.92,0,1.61546,1.31241,1.19529,1.14929,1.43251,1.85623,1.48087,0,0,0,1.27118,1.35714,0,1.23528,1.17557,1.43647,0,1.72077,0,0,1.22038,0
13,16,13,20,25,20,73,15,19,11,25,21,18,12,34,106.56,146.88,128.34,0,1.89658,2.07971,2.38822,4.23673,0,2.31418,0,1.58201,0,0,1.33938,0,2.06204,1.22901,0,0,0,0,0,0,2.73036,1.31165
15,17,20,45,17,20,59,9,18,12,27,22,19,12,58.65,55.5,74.46,41.54,0,1.69696,1.89433,1.84344,3.35163,0,2.04186,1.51184,1.27037,1.65745,0,1.497,1.41135,2.00574,1.2254,0,0,0,0,0,2.12662,2.1487,1.38239
14,13,19,45,10,14,61,10,17,12,27,22,18,12,58.65,53.946,102,81.22,0,1.75292,1.73138,1.64976,2.2065,0,1.77918,0,1.33513,2.22327,0,1.497,1.0984,1.57611,0,0,0,0,0,0,1.92554,2.38484,1.29233
12,10,36,29,29,12,47,16,14,15,24,24,17,11,25.95,101.01,108.12,234.98,0,1.72587,1.4402,1.6431,2.41716,0,0,0,1.19952,2.03858,0,1.28867,0,2.07564,0,0,0,0,0,0,0,2.34277,1.2252
16,33,46,10,14,24,59,11,19,19,29,18,25,11,26.75,94.35,174.828,438.96,1.34486,3.57438,4.86026,8.37809,4.94255,1.47852,2.81857,1.59373,2.24612,1.52827,0,3.06986,0,6.11018,1.33915,1.53011,2.0136,2.13571,1.71156,0,0,4.62872,1.2112
16,19,32,30,16,15,28,10,23,14,22,24,23,11,31.15,94.35,149.43,914.066,1.43131,3.86364,7.1432,7.97654,8.12588,1.6619,4.05074,1.83275,2.50113,1.47958,0,3.06986,0,8.10113,1.45455,1.57931,2.0136,2.7826,1.80362,0,2.00578,4.62872,0
15,49,23,31,26,15,52,18,26,20,24,24,25,11,34.1,92.13,161.568,938.866,2.02848,3.44185,2.33186,6.26034,3.19513,0,5.70631,3.81401,2.03779,3.86065,2.22375,3.41433,0,3.31248,1.86216,2.21028,1.41032,2.69092,3.98275,1.31962,2.67249,5.40708,1.23618
21,15,39,61,26,13,52,12,20,19,35,17,25,11,34.1,78.81,78.03,176.08,0,0,1.17961,1.32368,1.10557,0,0,0,0,0,0,0,0,1.43964,0,0,0,0,0,0,0,1.53393,0
22,15,13,32,29,16,49,9,14,12,19,27,17,9,43.15,49.95,96.9,55.8,0,0,1.37365,0,1.10557,0,0,0,0,0,0,1.1649,0,0,0,0,0,0,0,0,0,0,0
18,31,41,15,7,16,33,13,14,13,19,18,26,9,46.45,88.8,64.26,32.24,0,0,0,0,1.25363,0,0,0,0,0,0,1.34177,0,0,0,0,0,0,0,0,0,0,0
17,38,27,33,9,14,70,10,19,16,25,22,23,11,40.15,88.134,59.568,48.36,0,0,1.1748,1.23173,1.62812,0,0,0,0,0,0,1.20837,0,0,0,0,0,0,0,0,0,1.17559,0
14,14,32,11,52,7,132,9,16,11,24,16,20,11,32.7,103.23,78.54,72.54,1.17855,1.62009,3.1642,8.57438,1.91659,0,3.74731,1.68121,1.35692,0,0,1.71056,0,1.76854,0,0,1.28804,1.88533,1.64158,1.26535,0,2.07974,0
14,22,32,37,9,18,132,19,16,11,22,23,23,11,32.7,58.83,61.2,113.46,0,0,1.29372,0,1.22323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,58,38,58,10,29,47,19,14,14,22,30,23,11,39.2,72.15,114.24,416.64,0,2.19586,2.55962,3.19017,2.97839,0,0,2.11449,1.83301,3.09088,0,1.47387,0,2.54889,1.2732,1.23222,1.32151,0,1.60849,0,0,2.88846,1.20059
21,7,22,23,33,10,37,18,16,9,20,18,27,9,41.25,41.07,87.72,24.18,0,0,1.24005,0,1.05073,0,0,0,0,0,0,0,1.35975,0,0,0,1.40131,0,0,0,0,1.18823,0
16,18,20,20,31,11,8,10,18,6,27,20,20,11,28.15,61.05,45.9,54.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,29,29,27,48,16,47,12,21,11,24,14,20,9,30.1,82.14,24.786,27.9,0,0,0,0,0,0,0,0,0,0,0,0,1.3121,0,0,0,0,0,0,0,0,1.07847,0
16,23,31,17,37,12,26,13,23,8,22,17,19,14,30.85,36.63,27.54,45.88,0,0,0,0,1.14928,0,0,0,0,0,0,0,1.29581,0,0,0,0,0,0,1.39561,0,1.19226,0
12,9,14,8,38,15,26,13,19,7,18,15,17,8,30.7,29.97,19.38,79.36,0,0,0,0,1.127,0,0,0,0,0,0,0,1.35831,1.20561,0,0,0,0,0,0,0,0,0
11,13,15,45,14,18,40,15,18,7,15,18,23,10,34.35,67.71,31.62,104.78,0,0,0,1.19288,0,0,0,0,0,0,0,1.19471,0,0,0,0,0,0,0,0,0,0,0
8,10,9,34,23,27,23,7,12,6,13,15,17,9,28.95,53.28,44.88,4.34,0,0,0,0,1.14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26666
9,15,14,10,42,13,56,14,16,5,15,19,18,14,32.9,31.08,51,56.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,17,8,29,5,19,70,14,15,6,22,16,28,10,31.05,55.5,70.38,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20826,0
14,18,14,15,29,21,21,11,11,6,19,14,22,11,27.55,43.29,30.6,123.38,0,0,1.25112,1.15435,0,1.62678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12489,0
20,26,20,41,12,24,9,10,16,6,28,16,19,10,27.9,44.844,68.34,73.78,0,0,1.25112,1.4005,1.13394,1.57875,0,0,0,0,0,0,0,1.25311,0,0,0,0,0,0,0,1.38731,0
13,23,8,54,33,12,35,11,13,4,24,20,17,10,28.8,44.844,22.644,29.76,0,0,0,0,1.06586,0,0,0,0,0,0,1.32127,0,0,0,0,0,0,0,0,0,0.950556,0
16,33,10,32,20,29,42,16,19,8,20,13,26,12,39.55,57.72,53.04,52.08,0,0,0,0,1.0678,0,0,0,0,0,0,1.30589,0,1.25166,0,0,0,0,0,0,0,0,0
14,8,23,20,33,14,30,16,14,8,21,16,24,10,32.3,48.84,47.124,109.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,19,87,29,15,49,15,9,6,27,21,26,10,37.2,51.06,72.624,44.02,0,0,0,0,0.891966,0,0,0,1.36938,0,0,0,1.36072,0,0,0,0,0,0,1.31664,0,1.10729,0
13,20,29,22,22,12,70,10,20,8,22,20,24,12,31.65,52.17,70.992,81.22,0,1.83764,2.13264,1.4659,2.77404,0,2.19829,1.78545,1.46278,0,0,1.67301,0,1.52984,0,1.28413,1.41387,0,0,0,0,1.6799,1.23896
7,13,3,22,8,10,139,10,9,5,11,15,17,10,13.9,39.96,56.1,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,28,23,13,29,26,28,13,21,5,22,17,22,12,32.65,58.83,32.64,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33502
9,28,14,16,29,26,11,17,16,5,22,17,20,13,32.65,54.39,76.5,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,10,20,11,9,14,8,11,5,29,15,20,13,24.15,28.86,82.62,33.48,0,0,1.32728,1.41362,1.18756,0,0,1.51569,0,0,0,0,0,1.28357,0,0,1.38384,0,0,0,0,1.36352,0
7,6,10,22,25,22,43,11,10,4,16,16,23,12,26.25,28.86,52.02,89.9,0,0,1.28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29848
7,8,15,16,17,22,28,10,11,5,12,15,23,9,17.8,38.85,52.02,89.9,0,0,1.23214,0,1.07849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29848
13,7,21,20,4,24,21,5,14,3,12,12,19,5,14.9,7.77,33.66,61.38,0,0,1.14439,0,1.06726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,16,34,32,8,13,56,19,18,7,19,22,20,11,28.9,30.747,34.68,89.9,0,0,0,0,1.16192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,19,23,41,19,16,90,10,15,9,25,21,25,15,38.45,107.559,121.38,182.28,1.69227,3.12687,3.30081,4.70416,6.7764,0,2.98529,1.49187,3.5176,1.45959,0,2.5448,1.44669,3.25937,1.66002,1.41961,1.48579,1.84012,3.22662,0,2.53211,4.87998,1.3709
17,15,15,41,11,16,14,10,13,9,24,21,25,15,38.45,56.832,71.094,60.76,0,1.10796,1.26952,1.49658,1.34105,0,1.40061,0,1.22894,0,0,1.10245,0,1.16062,0,0,0,0,1.45493,0,1.48615,1.3437,1.13567
12,28,36,25,12,15,23,16,18,9,24,22,31,10,40,73.815,75.48,121.52,0,0,0,1.32254,1.4194,0,1.64656,0,0,0,0,1.46335,0,1.34362,0,1.2015,0,0,0,0,0,1.37017,0
12,22,10,23,15,15,39,9,12,9,20,18,30,11,28.25,56.61,63.24,142.6,0,1.56468,1.2062,1.69461,1.20035,0,2.0998,0,1.24067,1.42162,0,1.95009,0,1.3164,0,1.17391,0,0,1.58776,0,2.21955,2.27626,1.23654
12,27,21,12,31,21,11,15,12,9,20,19,25,11,28.25,105.45,63.24,146.444,0,1.68987,1.19904,1.69461,1.26481,0,1.8857,0,0,1.53707,0,2.16527,0,0,0,0,0,0,1.61201,0,3.23313,2.27626,0
14,26,21,10,0,25,99,21,16,7,31,24,22,9,23,106.116,61.2,97.96,0,1.72197,1.48714,1.71724,1.51464,0,0,0,1.26416,1.63304,0,1.83975,0,1.50946,0,0,0,0,0,0,1.59132,1.43211,0
11,26,23,21,8,13,54,16,21,9,21,18,26,12,33.6,71.04,89.76,57.66,0,0,1.47771,2.11374,1.32596,0,0,0,0,1.45415,0,2.11425,0,1.68999,0,0,1.74768,0,5.40509,0,0,1.1503,0
18,16,12,23,28,15,54,10,16,13,31,19,23,12,36.95,69.93,34.68,45.26,0,0,1.1912,1.18565,1.11716,0,1.78334,0,0,0,0,1.34201,0,0,0,0,0,0,0,0,0,1.23353,0
14,45,25,60,29,16,96,10,19,16,26,22,28,13,36.05,71.04,206.04,1122.32,1.716,3.0979,3.05318,5.52692,3.01911,0,5.86102,2.21638,1.6583,3.17724,0,4.01909,0,4.14823,1.5755,1.63355,1.57335,2.32811,0,1.70604,2.36236,4.91092,0
12,18,30,40,29,23,96,10,19,14,20,18,21,13,37.45,42.18,63.24,144.708,1.25064,0,1.31651,2.47283,1.55536,0,1.7632,0,0,0,0,1.39512,0,1.24634,0,0,0,0,0,0,0,1.81277,0
17,14,26,40,32,23,33,15,15,11,19,13,20,13,39.2,43.734,64.26,33.48,0,0,0,1.73196,1.19174,0,0,0,0,0,0,1.33962,0,0,0,0,0,0,0,0,0,1.24944,0
13,25,13,47,19,22,33,15,15,10,20,17,19,10,24.5,61.05,55.08,51.46,0,0,1.21669,3.13554,1.30975,0,1.92253,0,0,0,0,1.45871,0,0,0,0,0,0,0,0,0,1.77996,0
14,28,30,22,20,22,35,9,19,8,21,18,20,11,34.15,61.05,190.74,151.28,1.27087,0,1.84916,1.64202,1.49994,0,1.82807,0,1.28381,1.685,0,1.77016,0,1.32142,1.28834,1.20864,0,0,0,0,0,1.75998,1.26367
15,23,35,43,20,23,63,13,21,11,26,19,23,11,36.2,116.55,190.74,704.134,1.28493,2.49466,2.68129,3.59884,2.62216,0,4.30225,1.57095,1.72321,1.7452,0,3.09412,0,2.6286,1.58162,1.73072,1.88841,1.89183,0,0,0,2.97944,1.30835
9,38,35,43,28,19,52,9,14,11,26,23,24,12,23.85,172.383,232.458,704.134,1.31958,2.60893,2.7503,5.21454,2.68659,0,4.30225,1.7214,1.74471,1.55034,0,3.21374,0,2.91572,1.19769,1.34875,1.88841,1.98132,1.59782,0,0,3.26918,1.21287
12,38,18,23,28,18,21,12,16,10,26,18,21,11,31.5,172.383,86.394,107.26,1.2919,1.6634,1.41817,1.33316,1.7978,0,0,0,1.22374,1.55034,0,1.68357,0,1.70029,0,0,0,0,1.58957,0,0,1.69696,1.23451
17,8,13,27,13,16,49,9,12,8,25,15,22,10,27.25,67.71,67.32,77.5,0,1.77895,1.21801,2.08826,1.19966,1.63228,2.34269,1.63891,0,1.51504,0,1.47102,0,1.25372,0,1.32873,1.43388,0,0,0,0,1.37102,1.18627
17,19,24,17,32,18,49,9,12,8,17,19,23,10,26.1,67.71,53.04,71.3,0,0,1.21801,1.5331,1.1253,1.63228,1.93684,1.4262,0,1.41881,0,1.37553,0,0,0,1.25144,1.30213,0,0,1.42328,0,1.26447,1.27522
13,23,24,0,40,11,30,7,15,9,20,19,23,8,26.75,45.51,36.72,34.1,0,0,1.38128,1.68852,1.22534,0,0,1.49831,0,0,0,1.51753,0,0,0,0,0,0,0,1.42328,0,1.32833,0
12,15,32,31,15,15,9,11,21,7,24,20,23,9,35.2,52.17,58.14,52.08,0,0,0,0,1.10772,0,0,0,0,0,0,0,0,0,1.21067,1.1373,0,0,0,0,0,0,0
15,19,32,49,48,17,28,11,21,7,16,23,24,10,36.8,54.39,39.78,94.86,0,0,0,0,1.03793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,19,14,49,29,11,35,14,15,7,17,25,28,8,29.8,51.06,46.92,106.64,0,0,0,0,1.2029,0,0,0,0,0,0,1.53524,0,0,0,0,0,0,0,0,0,0,0
16,25,20,36,17,18,52,22,24,8,26,26,25,13,44.05,55.5,36.72,27.28,0,0,0,0,1.2029,0,0,0,0,0,0,1.53524,0,0,0,0,0,0,0,0,0,0,0
22,26,24,46,36,18,61,14,17,6,26,21,26,14,35.5,87.69,114.24,71.92,0,0,0,0,1.08684,0,0,0,0,0,0,1.34675,0,0,0,1.21032,0,0,0,0,0,0,0
11,15,24,21,26,19,23,20,17,6,19,22,21,11,25.45,46.62,103.02,40.92,0,0,0,0,0,0,0,1.35174,0,0,0,1.27068,0,1.34218,0,0,0,0,0,0,0,0,0
12,15,6,41,11,24,37,14,14,6,18,13,25,12,36.95,41.07,103.02,82.46,0,0,0,0,0,0,0,0,0,0,0,1.37672,0,0,0,0,0,0,0,0,0,0,0
15,13,20,11,23,15,37,13,15,5,19,19,26,12,32.5,55.5,67.32,39.68,0,0,1.23516,0,0,0,0,0,0,0,0,1.21691,0,1.05107,0,0,0,0,0,0,0,0,0
19,24,31,34,37,19,63,16,28,10,22,17,21,12,37.85,26.64,45.9,117.18,0,0,0,1.22073,0,0,0,0,0,0,0,1.31558,0,0,0,0,0,0,0,0,0,0,0
18,15,26,25,10,9,49,13,21,8,20,22,22,10,34.9,45.51,43.758,99.2,0,0,0,1.23812,1.13984,0,0,0,0,0,0,1.31558,0,0,0,0,0,0,0,0,0,0,1.28407
14,19,36,12,20,13,87,13,19,7,26,21,27,10,32.45,45.51,109.14,88.66,0,0,0,1.23812,1.12839,0,0,0,0,0,0,0,0,1.27499,0,0,1.40379,0,0,0,0,1.19957,1.28407
13,17,36,36,61,19,82,12,19,7,26,21,27,8,31.2,53.28,115.872,40.92,0,0,0,1.13047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22511,0
14,0,19,27,4,6,33,9,21,5,20,15,25,14,27.3,78.81,63.444,59.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,27,18,12,17,13,108,13,15,6,15,21,23,8,24.45,92.907,47.124,41.788,0,0,1.17636,1.64452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27789
15,27,32,8,11,14,52,8,13,5,15,21,19,9,24.45,87.69,103.02,123.38,0,0,1.31626,2.14045,1.69804,0,0,1.91676,1.58844,1.79107,0,0,0,0,0,0,0,0,0,0,0,1.29448,1.15806
13,18,24,18,44,13,85,12,20,10,19,18,23,10,38.5,46.842,64.26,106.268,0,1.77119,1.4779,1.25552,1.71832,0,0,0,1.23144,0,0,1.3042,0,0,0,0,1.40158,0,0,0,0,1.48229,0
13,16,25,30,18,17,61,10,15,6,17,16,22,10,21.65,59.94,37.74,59.52,0,0,0,0,0,0,0,0,0,0,0,1.29703,0,0,0,0,0,0,0,0,0,0,0
14,32,12,35,25,14,37,15,14,6,24,22,21,9,28.75,58.83,74.46,60.14,0,0,0,0,1.09603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18694,0
10,13,17,37,25,14,63,5,13,5,27,22,19,9,24.2,53.28,74.46,34.1,0,0,0,0,1.09603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18,17,29,25,16,30,7,19,6,24,16,16,11,29.1,33.3,52.02,65.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8,21,17,19,13,37,13,14,4,19,15,23,8,23.5,38.85,48.96,94.86,0,0,0,0,0,0,0,1.82462,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26457,0
10,16,13,23,36,30,9,20,11,4,20,15,18,8,20.1,58.83,26.52,20.46,0,0,1.27206,0,1.04568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24443,0
8,13,13,17,12,15,35,20,13,5,23,10,18,9,22.8,58.83,49.572,29.14,0,0,1.27206,0,1.07324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,23,35,60,19,26,12,27,7,23,19,23,15,26.8,77.478,59.16,190.278,0,0,0,0,1.09106,0,0,1.50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,12,41,32,24,80,12,16,4,15,13,20,9,31.75,47.73,72.42,85.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,16,50,15,6,80,13,15,5,18,18,22,13,36.35,35.52,46.92,85.56,0,0,0,1.25753,1.09977,0,0,0,0,0,0,0,0,1.32384,0,0,0,0,0,0,0,0,0
20,14,19,54,30,22,11,13,11,6,16,12,28,9,26.5,38.406,65.28,40.3,0,0,0,1.27541,0,0,0,0,0,0,0,1.34234,0,1.29396,0,0,0,0,0,0,0,0,0
19,28,13,39,33,26,54,12,22,5,24,19,21,19,35.3,34.41,72.522,102.858,0,0,0,0,0,0,0,0,0,0,0,1.26664,0,0,0,0,0,0,0,0,0,0,0
16,34,29,53,28,22,70,10,15,9,26,15,21,14,25.65,57.72,43.86,61.38,0,0,1.21928,0,0,0,0,1.46202,0,0,0,0,0,1.25786,0,0,0,0,0,0,0,0,0
15,16,29,36,8,19,68,15,17,5,23,19,21,10,28.95,43.29,16.32,50.22,0,0,0,0,1.0793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,27,31,19,19,68,15,17,4,20,19,20,8,28.95,44.4,36.72,58.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,53,17,30,11,63,27,18,5,20,15,23,9,27.8,50.616,56.1,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,53,18,16,11,63,27,13,7,19,16,23,10,25.4,32.19,56.1,47.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,23,31,28,26,35,7,15,5,20,15,15,10,23.5,46.62,47.328,59.52,0,0,0,0,1.06115,0,0,0,0,0,0,1.26688,0,0,0,0,0,0,0,0,0,0,0
16,9,7,35,39,26,18,13,15,5,20,19,19,10,31.3,46.62,45.9,59.52,0,0,0,0,1.06115,0,0,0,0,0,0,1.26688,0,0,0,0,0,0,0,0,0,0,0
17,9,21,55,10,23,66,19,20,5,27,20,26,19,28,41.07,47.94,35.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,14,55,20,10,66,14,15,7,17,13,21,19,25.55,83.25,47.94,73.16,0,0,0,1.30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,1,7,9,11,21,7,11,6,13,13,17,5,14.4,28.86,6.12,48.36,0,0,0,0,0,0,0,0,0,0,0,0,1.24947,0,0,0,1.29761,0,0,1.25647,0,0,0
9,20,21,12,30,12,73,14,23,7,19,17,24,12,31.6,45.51,86.7,76.88,0,0,1.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21,12,17,12,16,61,11,17,4,20,19,23,9,33.7,43.29,53.04,20.46,0,0,0,0,1.29318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,32,20,57,18,16,68,12,17,5,25,22,23,10,33.7,43.29,53.04,59.52,0,0,0,0,1.29318,0,0,1.39069,0,0,0,0,1.23787,0,0,0,0,0,0,0,0,0,0
18,14,18,49,9,14,40,15,11,4,21,21,27,8,22.2,31.302,25.5,29.76,0,0,0,0,0,0,0,0,0,0,0,0,1.19717,0,0,0,0,0,0,0,0,0,0
11,11,26,26,18,7,49,11,11,6,22,22,24,11,26.2,84.36,61.71,42.16,0,1.842,1.47591,1.23852,1.42446,0,0,0,0,0,0,0,0,1.29784,0,0,0,0,0,0,0,0,0
17,13,24,30,19,11,54,23,18,11,27,14,15,8,35.9,15.54,61.71,62,0,1.72326,1.35396,1.25387,1.42446,0,0,0,0,0,0,0,0,1.29784,0,0,0,0,0,0,0,1.15361,0
16,15,14,37,55,25,33,12,14,9,29,18,30,10,44.75,49.506,59.976,111.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,18,55,29,29,40,12,19,7,19,19,20,11,41.3,24.42,29.58,32.24,1.25832,0,0,0,0,0,0,1.54763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,23,23,53,8,68,15,17,8,18,16,24,15,40.4,78.81,90.78,54.56,0,0,0,0,1.12141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,9,17,27,20,16,49,15,17,5,26,17,21,15,40.4,45.51,60.18,49.6,0,0,1.24434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24008,0
15,16,12,25,20,16,59,20,15,5,24,25,22,11,39.15,45.51,49.98,14.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,12,26,46,33,11,40,10,16,4,24,20,19,11,38.25,68.82,45.9,77.5,0,0,0,0,1.08831,0,0,0,0,0,0,1.40356,0,0,0,0,0,0,0,0,0,0,0
15,14,34,25,15,20,78,10,19,7,17,18,21,11,32.55,73.038,41.82,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,21,40,39,16,75,12,17,8,19,21,28,13,41.35,52.17,45.9,40.052,0,0,0,0,0,0,0,0,0,0,0,0,1.27132,0,0,0,0,0,0,0,0,0,0
20,15,34,35,0,16,23,10,7,6,24,16,22,15,34.4,22.2,62.22,78.12,0,0,0,0,0,0,0,0,0,0,0,0,1.45136,1.27527,0,0,0,0,0,0,0,0,0
